,corn,olives,mushrooms,spinach,pineapple,artichoke,chilli,pepper,onion,mozzarella,egg,pepperoni,beef,chicken,bacon,vegan,vegetarian,meaty
3127,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True
3128,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True
3129,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True
3130,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True
3131,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True
3132,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
3133,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True
3134,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
3135,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True
3136,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True
3137,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
3138,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True
3139,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True
3140,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,True
3141,False,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True
3142,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
3143,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
3144,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,False,False,True
3145,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True
3146,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True
3147,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3148,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True
3149,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True
3150,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True
3151,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True
3152,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
3153,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True
3154,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3155,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
3156,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True
3157,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True
3158,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,True
3159,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
3160,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True
3161,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
3162,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True
3163,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
3164,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True
3165,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True
3166,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
3167,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3168,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False
3169,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
3170,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,False,False,True
3171,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
3172,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3173,False,False,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True
3174,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
3175,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False
3176,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True
3177,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False
3178,True,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True
3179,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True
3180,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
3181,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
3182,False,False,True,True,False,False,False,False,True,True,True,True,True,False,True,False,False,True
3183,False,True,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True
3184,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
3185,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,False,True
3186,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3187,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True
3188,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True
3189,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
3190,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True
3191,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True
3192,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,False,False,True
3193,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True
3194,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True
3195,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
3196,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True
3197,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3198,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True
3199,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True
3200,False,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True
3201,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True
3202,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
3203,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True
3204,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True
3205,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
3206,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True
3207,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True
3208,True,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,True
3209,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True
3210,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True
3211,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True
3212,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True
3213,False,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True
3214,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True
3215,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True
3216,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True
3217,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True
3218,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True
3219,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True
3220,True,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True
3221,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
3222,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
3223,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True
3224,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
3225,False,False,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,True
3226,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
3227,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,False,False,True
3228,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True
3229,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True
3230,False,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,False,True
3231,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
3232,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True
3233,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False
3234,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
3235,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True
3236,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
3237,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
3238,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False
3239,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True
3240,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True
3241,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True
3242,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True
3243,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True
3244,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
3245,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True
3246,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True
3247,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True
3248,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True
3249,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,True
3250,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,True
3251,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,True
3252,True,False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False,True
3253,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
3254,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True
3255,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True
3256,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True
3257,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True
3258,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True
3259,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True
3260,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True
3261,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True
3262,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,True
3263,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
3264,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True
3265,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True
3266,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True
3267,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True
3268,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True
3269,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True
3270,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,True
3271,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True
3272,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3273,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
3274,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
3275,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True
3276,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3277,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
3278,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True
3279,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True
3280,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True
3281,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True
3282,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True
3283,False,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True
3284,True,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,True
3285,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
3286,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True
3287,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True
3288,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True
3289,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
3290,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
3291,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True
3292,False,False,True,False,False,False,True,True,False,True,True,False,True,True,True,False,False,True
3293,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
3294,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True
3295,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
3296,True,False,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True
3297,False,False,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True
3298,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
3299,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
3300,True,False,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True
3301,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False,True
3302,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3303,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True
3304,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True
3305,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False
3306,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True
3307,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
3308,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True
3309,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,True
3310,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True
3311,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True
3312,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True
3313,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True
3314,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True
3315,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True
3316,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True
3317,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True
3318,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True
3319,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3320,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
3321,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
3322,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True
3323,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True
3324,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True
3325,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True
3326,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True
3327,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True
3328,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True
3329,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True
3330,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True
3331,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
3332,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3333,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True
3334,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True
3335,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,False,False,True
3336,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True
3337,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,True
3338,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
3339,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True
3340,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True
3341,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True
3342,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
3343,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True
3344,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,True
3345,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True
3346,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False
3347,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True
3348,True,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True
3349,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True
3350,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True
3351,False,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True
3352,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True
3353,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
3354,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True
3355,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True
3356,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True
3357,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True
3358,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
3359,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True
3360,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
3361,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,True
3362,False,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,True
3363,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True
3364,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
3365,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
3366,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True
3367,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True
3368,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,True
3369,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
3370,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True
3371,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True
3372,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True
3373,False,True,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True
3374,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True
3375,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True
3376,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True
3377,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True
3378,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True
3379,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True
3380,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3381,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True
3382,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True
3383,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,True
3384,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True
3385,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True
3386,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True
3387,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3388,False,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True
3389,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True
3390,False,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,False,True
3391,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
3392,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
3393,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True
3394,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True
3395,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True
3396,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True
3397,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True
3398,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3399,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True
3400,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True
3401,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
3402,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True
3403,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
3404,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True
3405,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
3406,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3407,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,True
3408,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True
3409,True,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,True
3410,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,True
3411,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True
3412,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,True
3413,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True
3414,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
3415,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True
3416,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True
3417,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True
3418,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
3419,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True
3420,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True
3421,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
3422,False,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True
3423,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True
3424,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True
3425,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True
3426,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True
3427,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
3428,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
3429,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
3430,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True
3431,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
3432,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True
3433,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True
3434,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True
3435,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True
3436,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True
3437,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True
3438,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True
3439,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
3440,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True
3441,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True
3442,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,True
3443,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True
3444,False,False,False,False,False,True,True,True,False,True,False,False,True,True,True,False,False,True
3445,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True
3446,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True
3447,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True
3448,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3449,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True
3450,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,False,True
3451,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False
3452,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True
3453,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,True
3454,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True
3455,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
3456,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True
3457,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
3458,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3459,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True
3460,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,True
3461,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True
3462,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
3463,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True
3464,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True
3465,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True
3466,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True
3467,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,True
3468,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
3469,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True
3470,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True
3471,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True
3472,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
3473,False,False,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,True
3474,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
3475,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
3476,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True
3477,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True
3478,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,False,False,True
3479,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True
3480,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True
3481,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True
3482,True,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True
