,day,minute,hour,second,type
65267,Friday,5,11,17,no_traffic
65268,Friday,5,11,36,no_traffic
65270,Friday,6,11,1,no_traffic
65271,Friday,6,11,4,no_traffic
65272,Friday,6,11,7,no_traffic
65273,Friday,6,11,27,no_traffic
65274,Friday,6,11,36,no_traffic
65275,Friday,6,11,43,no_traffic
65276,Friday,6,11,48,no_traffic
65277,Friday,6,11,58,no_traffic
65278,Friday,7,11,8,no_traffic
65279,Friday,7,11,33,no_traffic
65280,Friday,7,11,59,no_traffic
65281,Friday,8,11,8,no_traffic
65283,Friday,8,11,28,no_traffic
65285,Friday,9,11,0,no_traffic
65288,Friday,9,11,21,no_traffic
65289,Friday,9,11,23,no_traffic
65290,Friday,9,11,36,no_traffic
65291,Friday,9,11,44,no_traffic
65292,Friday,9,11,47,no_traffic
65293,Friday,9,11,49,no_traffic
65294,Friday,10,11,6,no_traffic
65295,Friday,10,11,11,no_traffic
65296,Friday,10,11,20,no_traffic
65297,Friday,10,11,40,no_traffic
65298,Friday,10,11,59,no_traffic
65299,Friday,11,11,0,no_traffic
65300,Friday,11,11,22,no_traffic
65302,Friday,11,11,37,no_traffic
65303,Friday,11,11,47,no_traffic
65304,Friday,11,11,50,no_traffic
65305,Friday,11,11,53,no_traffic
65307,Friday,12,11,3,no_traffic
65308,Friday,12,11,22,no_traffic
65309,Friday,12,11,29,no_traffic
65310,Friday,12,11,46,no_traffic
65311,Friday,13,11,6,no_traffic
65313,Friday,13,11,35,no_traffic
65314,Friday,13,11,37,no_traffic
65317,Friday,13,11,58,no_traffic
65318,Friday,14,11,15,no_traffic
65319,Friday,14,11,24,no_traffic
65320,Friday,14,11,36,no_traffic
65321,Friday,15,11,3,no_traffic
65322,Friday,15,11,27,no_traffic
65323,Friday,15,11,32,no_traffic
65324,Friday,15,11,53,no_traffic
65325,Friday,16,11,8,no_traffic
65326,Friday,16,11,11,no_traffic
65327,Friday,16,11,18,no_traffic
65330,Friday,16,11,40,no_traffic
65331,Friday,16,11,47,no_traffic
65332,Friday,17,11,15,no_traffic
65333,Friday,17,11,17,no_traffic
65334,Friday,17,11,18,no_traffic
65335,Friday,17,11,23,no_traffic
65336,Friday,17,11,47,no_traffic
65337,Friday,17,11,51,no_traffic
65339,Friday,18,11,22,no_traffic
65340,Friday,18,11,38,no_traffic
65341,Friday,18,11,49,no_traffic
65343,Friday,19,11,26,no_traffic
65344,Friday,19,11,40,no_traffic
65345,Friday,19,11,41,no_traffic
65346,Friday,19,11,51,no_traffic
65348,Friday,20,11,18,no_traffic
65349,Friday,20,11,29,no_traffic
65350,Friday,20,11,43,no_traffic
65351,Friday,20,11,45,no_traffic
65352,Friday,20,11,49,no_traffic
65353,Friday,21,11,5,no_traffic
65354,Friday,21,11,15,no_traffic
65355,Friday,21,11,20,no_traffic
65356,Friday,21,11,33,no_traffic
65357,Friday,21,11,58,no_traffic
65358,Friday,22,11,6,no_traffic
65359,Friday,22,11,22,no_traffic
65360,Friday,22,11,44,no_traffic
65361,Friday,22,11,59,no_traffic
65362,Friday,23,11,15,no_traffic
65363,Friday,23,11,40,no_traffic
65364,Friday,24,11,0,no_traffic
65365,Friday,24,11,14,no_traffic
65367,Friday,24,11,34,no_traffic
65368,Friday,24,11,51,no_traffic
65369,Friday,25,11,15,no_traffic
65370,Friday,25,11,29,no_traffic
65372,Friday,25,11,59,no_traffic
65374,Friday,26,11,32,no_traffic
65375,Friday,26,11,51,no_traffic
65376,Friday,27,11,10,no_traffic
65377,Friday,27,11,31,no_traffic
65378,Friday,27,11,56,no_traffic
65379,Friday,28,11,9,no_traffic
65381,Friday,28,11,50,no_traffic
65383,Friday,29,11,18,no_traffic
65384,Friday,29,11,42,no_traffic
65385,Friday,29,11,47,no_traffic
65386,Friday,29,11,53,no_traffic
65387,Friday,30,11,18,no_traffic
65389,Friday,30,11,20,no_traffic
65391,Friday,31,11,3,no_traffic
65392,Friday,31,11,17,no_traffic
65394,Friday,31,11,31,no_traffic
65396,Friday,31,11,43,no_traffic
65397,Friday,31,11,49,no_traffic
65398,Friday,32,11,16,no_traffic
65400,Friday,32,11,46,no_traffic
65403,Friday,33,11,9,no_traffic
65404,Friday,33,11,12,no_traffic
65406,Friday,33,11,13,no_traffic
65407,Friday,33,11,17,no_traffic
65408,Friday,33,11,22,no_traffic
65409,Friday,33,11,33,no_traffic
65411,Friday,33,11,54,no_traffic
65413,Friday,34,11,15,no_traffic
65414,Friday,34,11,32,no_traffic
65415,Friday,34,11,34,no_traffic
65416,Friday,34,11,45,no_traffic
65417,Friday,34,11,58,no_traffic
65418,Friday,35,11,9,no_traffic
65419,Friday,35,11,18,no_traffic
65420,Friday,35,11,22,no_traffic
65421,Friday,35,11,49,no_traffic
65423,Friday,36,11,10,no_traffic
65425,Friday,36,11,29,no_traffic
65426,Friday,36,11,33,no_traffic
65427,Friday,36,11,38,no_traffic
65428,Friday,36,11,52,no_traffic
65429,Friday,36,11,56,no_traffic
65430,Friday,37,11,20,no_traffic
65431,Friday,37,11,43,no_traffic
65432,Friday,37,11,56,no_traffic
65433,Friday,38,11,10,no_traffic
65434,Friday,38,11,29,no_traffic
65435,Friday,38,11,35,no_traffic
65437,Friday,39,11,5,no_traffic
65438,Friday,39,11,33,no_traffic
65439,Friday,39,11,46,no_traffic
65440,Friday,39,11,58,no_traffic
65441,Friday,40,11,18,no_traffic
65443,Friday,40,11,52,no_traffic
65444,Friday,41,11,14,no_traffic
65445,Friday,41,11,33,no_traffic
65446,Friday,41,11,34,no_traffic
65449,Friday,42,11,40,no_traffic
65450,Friday,42,11,59,no_traffic
65451,Friday,43,11,2,no_traffic
65452,Friday,43,11,22,no_traffic
65453,Friday,43,11,38,no_traffic
65454,Friday,43,11,43,no_traffic
65455,Friday,44,11,6,no_traffic
65457,Friday,44,11,31,no_traffic
65458,Friday,45,11,0,no_traffic
65459,Friday,45,11,21,no_traffic
65460,Friday,45,11,47,no_traffic
65461,Friday,46,11,15,no_traffic
65462,Friday,46,11,30,no_traffic
65463,Friday,46,11,58,no_traffic
65464,Friday,47,11,25,no_traffic
65465,Friday,47,11,44,no_traffic
65466,Friday,48,11,13,no_traffic
65467,Friday,48,11,14,no_traffic
65468,Friday,48,11,30,no_traffic
65469,Friday,48,11,58,no_traffic
65470,Friday,49,11,14,no_traffic
65471,Friday,49,11,32,no_traffic
65472,Friday,49,11,58,no_traffic
65473,Friday,50,11,22,no_traffic
65474,Friday,50,11,33,no_traffic
65475,Friday,51,11,1,no_traffic
65477,Friday,51,11,21,no_traffic
65478,Friday,51,11,49,no_traffic
65479,Friday,51,11,50,no_traffic
65480,Friday,52,11,11,no_traffic
65481,Friday,52,11,17,no_traffic
65482,Friday,52,11,42,no_traffic
65485,Friday,53,11,34,no_traffic
65487,Friday,53,11,59,no_traffic
65488,Friday,54,11,21,no_traffic
65491,Friday,54,11,53,no_traffic
65492,Friday,55,11,12,no_traffic
65493,Friday,55,11,32,no_traffic
65494,Friday,55,11,37,no_traffic
65495,Friday,55,11,40,no_traffic
65496,Friday,55,11,50,no_traffic
65497,Friday,55,11,51,no_traffic
65499,Friday,56,11,36,no_traffic
65500,Friday,56,11,59,no_traffic
65502,Friday,57,11,10,no_traffic
65503,Friday,57,11,31,no_traffic
65504,Friday,57,11,32,no_traffic
65506,Friday,57,11,54,no_traffic
65507,Friday,58,11,19,no_traffic
65508,Friday,58,11,46,no_traffic
65509,Friday,59,11,5,no_traffic
65510,Friday,59,11,17,no_traffic
65511,Friday,59,11,46,no_traffic
65512,Friday,59,11,54,no_traffic
65513,Friday,0,10,2,no_traffic
65515,Friday,0,10,30,no_traffic
65516,Friday,0,10,36,no_traffic
65517,Friday,1,10,3,no_traffic
65518,Friday,1,10,22,no_traffic
65519,Friday,1,10,32,no_traffic
65520,Friday,1,10,40,no_traffic
65521,Friday,2,10,3,no_traffic
65522,Friday,2,10,21,no_traffic
65523,Friday,2,10,49,no_traffic
65524,Friday,3,10,18,no_traffic
65525,Friday,3,10,19,no_traffic
65526,Friday,3,10,28,no_traffic
65527,Friday,3,10,37,no_traffic
65528,Friday,3,10,59,no_traffic
65529,Friday,4,10,26,no_traffic
65532,Friday,5,10,0,no_traffic
65534,Friday,5,10,18,no_traffic
65535,Friday,5,10,33,no_traffic
65536,Friday,5,10,55,no_traffic
65537,Friday,6,10,20,no_traffic
65538,Friday,6,10,21,no_traffic
65540,Friday,6,10,27,no_traffic
65541,Friday,6,10,43,no_traffic
65543,Friday,7,10,6,no_traffic
65544,Friday,7,10,35,no_traffic
65547,Friday,8,10,41,no_traffic
65548,Friday,8,10,48,no_traffic
65549,Friday,8,10,51,no_traffic
65551,Friday,9,10,28,no_traffic
65552,Friday,9,10,54,no_traffic
65555,Friday,10,10,48,no_traffic
65556,Friday,11,10,1,no_traffic
65557,Friday,11,10,29,no_traffic
65558,Friday,11,10,30,no_traffic
65559,Friday,11,10,39,no_traffic
65560,Friday,11,10,41,no_traffic
65561,Friday,11,10,42,no_traffic
65562,Friday,12,10,10,no_traffic
65563,Friday,12,10,31,no_traffic
65564,Friday,12,10,58,no_traffic
65565,Friday,13,10,20,no_traffic
65566,Friday,13,10,24,no_traffic
65568,Friday,13,10,39,no_traffic
65569,Friday,13,10,50,no_traffic
65570,Friday,14,10,2,no_traffic
65571,Friday,14,10,24,no_traffic
65572,Friday,14,10,37,no_traffic
65573,Friday,14,10,53,no_traffic
65574,Friday,15,10,15,no_traffic
65575,Friday,15,10,30,no_traffic
65577,Friday,15,10,34,no_traffic
65579,Friday,16,10,18,no_traffic
65582,Friday,17,10,2,no_traffic
65584,Friday,17,10,31,no_traffic
65585,Friday,17,10,39,no_traffic
65586,Friday,18,10,3,no_traffic
65588,Friday,18,10,39,no_traffic
65589,Friday,18,10,45,no_traffic
65590,Friday,19,10,13,no_traffic
65591,Friday,19,10,14,no_traffic
65593,Friday,19,10,48,no_traffic
65594,Friday,19,10,51,no_traffic
65597,Friday,20,10,21,no_traffic
65599,Friday,20,10,26,no_traffic
65600,Friday,20,10,41,no_traffic
65602,Friday,21,10,17,no_traffic
65603,Friday,21,10,42,no_traffic
65606,Friday,22,10,29,no_traffic
65607,Friday,22,10,38,no_traffic
65609,Friday,23,10,28,no_traffic
65611,Friday,24,10,7,no_traffic
65612,Friday,24,10,28,no_traffic
65613,Friday,24,10,45,no_traffic
65616,Friday,25,10,19,no_traffic
65617,Friday,25,10,33,no_traffic
65618,Friday,25,10,49,no_traffic
65619,Friday,26,10,6,no_traffic
65620,Friday,26,10,35,no_traffic
65622,Friday,26,10,57,no_traffic
65623,Friday,27,10,20,no_traffic
65624,Friday,27,10,45,no_traffic
65625,Friday,27,10,53,no_traffic
65626,Friday,27,10,58,no_traffic
65627,Friday,27,10,59,no_traffic
65629,Friday,28,10,17,no_traffic
65630,Friday,28,10,25,no_traffic
65632,Friday,29,10,3,no_traffic
65634,Friday,29,10,21,no_traffic
65635,Friday,29,10,36,no_traffic
65636,Friday,29,10,55,no_traffic
65638,Friday,30,10,4,no_traffic
65639,Friday,30,10,12,no_traffic
65642,Friday,30,10,49,no_traffic
65643,Friday,30,10,52,no_traffic
65644,Friday,31,10,4,no_traffic
65645,Friday,31,10,24,no_traffic
65646,Friday,31,10,31,no_traffic
65648,Friday,32,10,13,no_traffic
65650,Friday,32,10,47,no_traffic
65651,Friday,32,10,50,no_traffic
65652,Friday,32,10,56,no_traffic
65654,Friday,33,10,21,no_traffic
65655,Friday,33,10,35,no_traffic
65656,Friday,34,10,2,no_traffic
65658,Friday,34,10,12,no_traffic
65659,Friday,34,10,28,no_traffic
65660,Friday,34,10,47,no_traffic
65661,Friday,35,10,1,no_traffic
65662,Friday,35,10,28,no_traffic
65663,Friday,35,10,45,no_traffic
65665,Friday,36,10,13,no_traffic
65666,Friday,36,10,36,no_traffic
65668,Friday,37,10,0,no_traffic
65669,Friday,37,10,24,no_traffic
65670,Friday,37,10,53,no_traffic
65671,Friday,38,10,8,no_traffic
65672,Friday,38,10,10,no_traffic
65673,Friday,38,10,16,no_traffic
65675,Friday,38,10,43,no_traffic
65676,Friday,38,10,45,no_traffic
65677,Friday,39,10,0,no_traffic
65678,Friday,39,10,28,no_traffic
65679,Friday,39,10,40,no_traffic
65680,Friday,40,10,5,no_traffic
65681,Friday,40,10,6,no_traffic
65682,Friday,40,10,7,no_traffic
65683,Friday,40,10,34,no_traffic
65684,Friday,40,10,53,no_traffic
65685,Friday,41,10,9,no_traffic
65687,Friday,41,10,25,no_traffic
65688,Friday,41,10,31,no_traffic
65689,Friday,41,10,49,no_traffic
65691,Friday,42,10,11,no_traffic
65692,Friday,42,10,37,no_traffic
65693,Friday,42,10,57,no_traffic
65696,Friday,43,10,29,no_traffic
65697,Friday,43,10,30,no_traffic
65698,Friday,43,10,41,no_traffic
65699,Friday,43,10,44,no_traffic
65701,Friday,44,10,5,no_traffic
65702,Friday,44,10,13,no_traffic
65703,Friday,44,10,27,no_traffic
65704,Friday,44,10,33,no_traffic
65707,Friday,45,10,11,no_traffic
65708,Friday,45,10,30,no_traffic
65709,Friday,45,10,45,no_traffic
65711,Friday,46,10,24,no_traffic
65712,Friday,46,10,30,no_traffic
65713,Friday,46,10,47,no_traffic
65716,Friday,47,10,55,no_traffic
65718,Friday,48,10,50,no_traffic
65719,Friday,48,10,59,no_traffic
65720,Friday,49,10,28,no_traffic
65721,Friday,49,10,40,no_traffic
65722,Friday,50,10,0,no_traffic
65723,Friday,50,10,13,no_traffic
65724,Friday,50,10,16,no_traffic
65726,Friday,50,10,35,no_traffic
65727,Friday,50,10,36,no_traffic
65728,Friday,50,10,53,no_traffic
65729,Friday,51,10,19,no_traffic
65730,Friday,51,10,20,no_traffic
65731,Friday,51,10,33,no_traffic
65732,Friday,51,10,39,no_traffic
65734,Friday,51,10,53,no_traffic
65735,Friday,51,10,57,no_traffic
65736,Friday,52,10,21,no_traffic
65737,Friday,52,10,26,no_traffic
65738,Friday,52,10,53,no_traffic
65739,Friday,53,10,18,no_traffic
65740,Friday,53,10,27,no_traffic
65742,Friday,53,10,54,no_traffic
65743,Friday,54,10,16,no_traffic
65744,Friday,54,10,21,no_traffic
65746,Friday,54,10,43,no_traffic
65747,Friday,54,10,56,no_traffic
65748,Friday,55,10,5,no_traffic
65749,Friday,55,10,22,no_traffic
65750,Friday,55,10,26,no_traffic
65751,Friday,55,10,33,no_traffic
65754,Friday,56,10,28,no_traffic
65755,Friday,56,10,35,no_traffic
65756,Friday,56,10,48,no_traffic
65757,Friday,57,10,4,no_traffic
65758,Friday,57,10,29,no_traffic
65760,Friday,58,10,13,no_traffic
65761,Friday,58,10,37,no_traffic
65762,Friday,58,10,51,no_traffic
65763,Friday,59,10,1,no_traffic
65764,Friday,59,10,17,no_traffic
65766,Friday,59,10,35,no_traffic
65767,Friday,59,10,40,no_traffic
65768,Friday,59,10,57,no_traffic
65769,Friday,0,11,23,no_traffic
65770,Friday,0,11,52,no_traffic
65773,Friday,1,11,30,no_traffic
65774,Friday,1,11,48,no_traffic
65775,Friday,1,11,53,no_traffic
65776,Friday,2,11,4,no_traffic
65778,Friday,2,11,37,no_traffic
65779,Friday,2,11,46,no_traffic
65780,Friday,3,11,4,no_traffic
65781,Friday,3,11,22,no_traffic
65783,Friday,4,11,15,no_traffic
65784,Friday,4,11,22,no_traffic
65785,Friday,4,11,25,no_traffic
65786,Friday,4,11,41,no_traffic
65788,Friday,5,11,35,no_traffic
65790,Friday,5,11,37,no_traffic
65791,Friday,5,11,59,no_traffic
65792,Friday,6,11,12,no_traffic
65793,Friday,6,11,24,no_traffic
65794,Friday,6,11,39,no_traffic
65795,Friday,7,11,5,no_traffic
65796,Friday,7,11,16,no_traffic
65797,Friday,7,11,40,no_traffic
65798,Friday,7,11,57,no_traffic
65799,Friday,8,11,23,no_traffic
65800,Friday,8,11,25,no_traffic
65801,Friday,8,11,44,no_traffic
65802,Friday,9,11,10,no_traffic
65804,Friday,9,11,31,no_traffic
65805,Friday,9,11,39,no_traffic
65806,Friday,9,11,43,no_traffic
65808,Friday,10,11,2,no_traffic
65809,Friday,10,11,30,no_traffic
65810,Friday,10,11,43,no_traffic
65812,Friday,11,11,30,no_traffic
65813,Friday,11,11,45,no_traffic
65817,Friday,12,11,50,no_traffic
65818,Friday,13,11,15,no_traffic
65819,Friday,13,11,16,no_traffic
65820,Friday,13,11,22,no_traffic
65821,Friday,13,11,46,no_traffic
65823,Friday,14,11,41,no_traffic
65824,Friday,15,11,9,no_traffic
65825,Friday,15,11,13,no_traffic
65826,Friday,15,11,25,no_traffic
65827,Friday,15,11,38,no_traffic
65828,Friday,15,11,57,no_traffic
65829,Friday,15,11,58,no_traffic
65831,Friday,16,11,26,no_traffic
65833,Friday,17,11,4,no_traffic
65834,Friday,17,11,10,no_traffic
65835,Friday,17,11,21,no_traffic
65836,Friday,17,11,39,no_traffic
65838,Friday,18,11,15,no_traffic
65839,Friday,18,11,31,no_traffic
65841,Friday,19,11,8,no_traffic
65842,Friday,19,11,36,no_traffic
65843,Friday,19,11,59,no_traffic
65844,Friday,20,11,3,no_traffic
65846,Friday,20,11,33,no_traffic
65847,Friday,21,11,2,no_traffic
65848,Friday,21,11,3,no_traffic
65849,Friday,21,11,14,no_traffic
65850,Friday,21,11,30,no_traffic
65851,Friday,21,11,36,no_traffic
65852,Friday,21,11,48,no_traffic
65853,Friday,21,11,50,no_traffic
65854,Friday,22,11,10,no_traffic
65855,Friday,22,11,23,no_traffic
65856,Friday,22,11,51,no_traffic
65857,Friday,23,11,20,no_traffic
65858,Friday,23,11,46,no_traffic
65860,Friday,24,11,30,no_traffic
65861,Friday,24,11,49,no_traffic
65863,Friday,25,11,12,no_traffic
65864,Friday,25,11,36,no_traffic
65866,Friday,25,11,50,no_traffic
65867,Friday,26,11,16,no_traffic
65868,Friday,26,11,24,no_traffic
65869,Friday,26,11,42,no_traffic
65870,Friday,26,11,56,no_traffic
65871,Friday,27,11,4,no_traffic
65872,Friday,27,11,25,no_traffic
65873,Friday,27,11,54,no_traffic
65874,Friday,28,11,18,no_traffic
65875,Friday,28,11,20,no_traffic
65876,Friday,28,11,44,no_traffic
65877,Friday,28,11,47,no_traffic
65878,Friday,28,11,59,no_traffic
65879,Friday,29,11,4,no_traffic
65882,Friday,30,11,21,no_traffic
65883,Friday,30,11,29,no_traffic
65884,Friday,30,11,41,no_traffic
65885,Friday,30,11,42,no_traffic
65887,Friday,31,11,28,no_traffic
65888,Friday,31,11,39,no_traffic
65889,Friday,31,11,54,no_traffic
65890,Friday,32,11,7,no_traffic
65891,Friday,32,11,35,no_traffic
65892,Friday,32,11,57,no_traffic
65893,Friday,33,11,5,no_traffic
65894,Friday,33,11,19,no_traffic
65895,Friday,33,11,40,no_traffic
65896,Friday,33,11,52,no_traffic
65897,Friday,34,11,14,no_traffic
65898,Friday,34,11,42,no_traffic
65899,Friday,35,11,8,no_traffic
65900,Friday,35,11,10,no_traffic
65902,Friday,35,11,26,no_traffic
65903,Friday,35,11,39,no_traffic
65904,Friday,35,11,52,no_traffic
65905,Friday,36,11,6,no_traffic
65906,Friday,36,11,20,no_traffic
65907,Friday,36,11,23,no_traffic
65908,Friday,36,11,31,no_traffic
65909,Friday,36,11,57,no_traffic
65911,Friday,37,11,0,no_traffic
65912,Friday,37,11,23,no_traffic
65914,Friday,37,11,57,no_traffic
65915,Friday,38,11,14,no_traffic
65916,Friday,38,11,43,no_traffic
65917,Friday,39,11,9,no_traffic
65918,Friday,39,11,17,no_traffic
65920,Friday,39,11,48,no_traffic
65921,Friday,39,11,55,no_traffic
65922,Friday,40,11,23,no_traffic
65923,Friday,40,11,33,no_traffic
65924,Friday,40,11,53,no_traffic
65926,Friday,41,11,24,no_traffic
65927,Friday,41,11,42,no_traffic
65928,Friday,41,11,55,no_traffic
65929,Friday,42,11,7,no_traffic
65932,Friday,43,11,12,no_traffic
65934,Friday,43,11,42,no_traffic
65935,Friday,43,11,55,no_traffic
65936,Friday,44,11,7,no_traffic
65937,Friday,44,11,13,no_traffic
65938,Friday,44,11,40,no_traffic
65939,Friday,44,11,41,no_traffic
65940,Friday,44,11,48,no_traffic
65941,Friday,44,11,56,no_traffic
65942,Friday,45,11,20,no_traffic
65943,Friday,45,11,45,no_traffic
65945,Friday,46,11,39,no_traffic
65948,Friday,47,11,6,no_traffic
65949,Friday,47,11,8,no_traffic
65950,Friday,47,11,28,no_traffic
65952,Friday,47,11,48,no_traffic
65953,Friday,48,11,9,no_traffic
65954,Friday,48,11,21,no_traffic
65955,Friday,48,11,28,no_traffic
65956,Friday,48,11,55,no_traffic
65957,Friday,49,11,21,no_traffic
65958,Friday,49,11,28,no_traffic
65959,Friday,49,11,35,no_traffic
65960,Friday,50,11,1,no_traffic
65962,Friday,50,11,44,no_traffic
65963,Friday,51,11,0,no_traffic
65964,Friday,51,11,6,no_traffic
65965,Friday,51,11,19,no_traffic
65966,Friday,51,11,35,no_traffic
65967,Friday,52,11,1,no_traffic
65969,Friday,52,11,35,no_traffic
65971,Friday,53,11,8,no_traffic
65973,Friday,53,11,23,no_traffic
65974,Friday,53,11,39,no_traffic
65975,Friday,54,11,0,no_traffic
65976,Friday,54,11,27,no_traffic
65978,Friday,54,11,56,no_traffic
65979,Friday,55,11,15,no_traffic
65980,Friday,55,11,28,no_traffic
65981,Friday,55,11,56,no_traffic
65982,Friday,56,11,1,no_traffic
65983,Friday,56,11,6,no_traffic
65984,Friday,56,11,30,no_traffic
65985,Friday,56,11,57,no_traffic
65986,Friday,57,11,2,no_traffic
65987,Friday,57,11,23,no_traffic
65988,Friday,57,11,29,no_traffic
65989,Friday,57,11,44,no_traffic
65990,Friday,58,11,8,no_traffic
65991,Friday,58,11,25,no_traffic
65993,Friday,58,11,27,no_traffic
65994,Friday,58,11,36,no_traffic
65995,Friday,58,11,50,no_traffic
65998,Friday,59,11,25,no_traffic
65999,Friday,59,11,31,no_traffic
66000,Friday,0,12,0,no_traffic
66003,Friday,0,10,53,no_traffic
66004,Friday,1,10,7,no_traffic
66005,Friday,1,10,26,no_traffic
66006,Friday,1,10,31,no_traffic
66007,Friday,1,10,47,no_traffic
66009,Friday,2,10,28,no_traffic
66010,Friday,2,10,29,no_traffic
66011,Friday,2,10,44,no_traffic
66012,Friday,3,10,3,no_traffic
66013,Friday,3,10,30,no_traffic
66016,Friday,3,10,57,no_traffic
66018,Friday,4,10,5,no_traffic
66019,Friday,4,10,23,no_traffic
66020,Friday,4,10,31,no_traffic
66021,Friday,4,10,59,no_traffic
66023,Friday,5,10,44,no_traffic
66024,Friday,5,10,56,no_traffic
66027,Friday,6,10,48,no_traffic
66028,Friday,6,10,52,no_traffic
66029,Friday,6,10,54,no_traffic
66030,Friday,7,10,9,no_traffic
66031,Friday,7,10,10,no_traffic
66032,Friday,7,10,16,no_traffic
66033,Friday,0,14,3,no_traffic
66034,Friday,0,14,17,no_traffic
66035,Friday,0,14,39,no_traffic
66036,Friday,0,14,40,no_traffic
66037,Friday,1,14,6,no_traffic
66038,Friday,1,14,17,no_traffic
66039,Friday,1,14,44,no_traffic
66040,Friday,1,14,48,no_traffic
66041,Friday,1,14,58,no_traffic
66042,Friday,2,14,9,no_traffic
66043,Friday,2,14,27,no_traffic
66044,Friday,2,14,46,no_traffic
66045,Friday,3,14,14,no_traffic
66046,Friday,3,14,17,no_traffic
66047,Friday,3,14,42,no_traffic
66048,Friday,3,14,46,no_traffic
66049,Friday,3,14,58,no_traffic
66050,Friday,4,14,21,no_traffic
66051,Friday,4,14,34,no_traffic
66052,Friday,4,14,58,no_traffic
66053,Friday,5,14,24,no_traffic
66054,Friday,5,14,31,no_traffic
66055,Friday,5,14,32,no_traffic
66056,Friday,5,14,38,no_traffic
66057,Friday,5,14,52,no_traffic
66058,Friday,5,14,54,no_traffic
66059,Friday,5,14,59,no_traffic
66060,Friday,6,14,13,no_traffic
66061,Friday,6,14,24,no_traffic
66062,Friday,6,14,35,no_traffic
66063,Friday,6,14,39,no_traffic
66064,Friday,6,14,52,no_traffic
66065,Friday,7,14,14,no_traffic
66066,Friday,7,14,28,no_traffic
66067,Friday,7,14,51,no_traffic
66068,Friday,7,14,53,no_traffic
66069,Friday,8,14,3,no_traffic
66070,Friday,8,14,7,no_traffic
66071,Friday,8,14,33,no_traffic
66072,Friday,9,14,1,no_traffic
66073,Friday,9,14,12,no_traffic
66074,Friday,9,14,33,no_traffic
66075,Friday,9,14,47,no_traffic
66076,Friday,10,14,10,no_traffic
66077,Friday,10,14,39,no_traffic
66078,Friday,11,14,6,no_traffic
66079,Friday,11,14,22,no_traffic
66080,Friday,11,14,26,no_traffic
66081,Friday,11,14,41,no_traffic
66082,Friday,11,14,53,no_traffic
66083,Friday,12,14,9,no_traffic
66084,Friday,12,14,27,no_traffic
66085,Friday,12,14,30,no_traffic
66086,Friday,12,14,52,no_traffic
66087,Friday,12,14,53,no_traffic
66088,Friday,13,14,8,no_traffic
66089,Friday,13,14,9,no_traffic
66090,Friday,13,14,15,no_traffic
66091,Friday,13,14,37,no_traffic
66092,Friday,13,14,38,no_traffic
66093,Friday,13,14,59,no_traffic
66094,Friday,14,14,8,no_traffic
66095,Friday,14,14,37,no_traffic
66096,Friday,15,14,2,no_traffic
66097,Friday,15,14,9,no_traffic
66099,Friday,15,14,37,no_traffic
66100,Friday,15,14,54,no_traffic
66101,Friday,15,14,56,no_traffic
66102,Friday,16,14,23,no_traffic
66103,Friday,16,14,26,no_traffic
66104,Friday,16,14,44,no_traffic
66105,Friday,17,14,13,no_traffic
66106,Friday,17,14,40,no_traffic
66108,Friday,18,14,1,no_traffic
66109,Friday,18,14,14,no_traffic
66110,Friday,18,14,18,no_traffic
66111,Friday,18,14,44,no_traffic
66112,Friday,19,14,6,no_traffic
66113,Friday,19,14,16,no_traffic
66114,Friday,19,14,21,no_traffic
66115,Friday,19,14,31,no_traffic
66116,Friday,19,14,41,no_traffic
66117,Friday,20,14,5,no_traffic
66118,Friday,20,14,12,no_traffic
66119,Friday,20,14,39,no_traffic
66120,Friday,21,14,2,no_traffic
66121,Friday,21,14,8,no_traffic
66122,Friday,21,14,17,no_traffic
66123,Friday,21,14,28,no_traffic
66124,Friday,21,14,50,no_traffic
66125,Friday,21,14,53,no_traffic
66126,Friday,22,14,14,no_traffic
66127,Friday,22,14,23,no_traffic
66128,Friday,22,14,31,no_traffic
66129,Friday,22,14,55,no_traffic
66130,Friday,23,14,9,no_traffic
66131,Friday,23,14,33,no_traffic
66132,Friday,23,14,50,no_traffic
66133,Friday,24,14,1,no_traffic
66134,Friday,24,14,27,no_traffic
66135,Friday,24,14,44,no_traffic
66136,Friday,25,14,0,no_traffic
66137,Friday,25,14,25,no_traffic
66138,Friday,25,14,26,no_traffic
66139,Friday,25,14,29,no_traffic
66140,Friday,25,14,36,no_traffic
66141,Friday,25,14,53,no_traffic
66142,Friday,26,14,3,no_traffic
66143,Friday,26,14,8,no_traffic
66144,Friday,26,14,12,no_traffic
66145,Friday,26,14,13,no_traffic
66146,Friday,26,14,41,no_traffic
66147,Friday,26,14,51,no_traffic
66148,Friday,27,14,15,no_traffic
66149,Friday,27,14,43,no_traffic
66150,Friday,27,14,48,no_traffic
66151,Friday,28,14,11,no_traffic
66152,Friday,28,14,33,no_traffic
66153,Friday,28,14,48,no_traffic
66154,Friday,29,14,12,no_traffic
66155,Friday,29,14,27,no_traffic
66156,Friday,29,14,35,no_traffic
66157,Friday,29,14,39,no_traffic
66158,Friday,29,14,45,no_traffic
66159,Friday,30,14,10,no_traffic
66160,Friday,30,14,33,no_traffic
66161,Friday,30,14,47,no_traffic
66162,Friday,31,14,10,no_traffic
66163,Friday,31,14,19,no_traffic
66164,Friday,31,14,30,no_traffic
66165,Friday,31,14,54,no_traffic
